rep1	# source $REVIEWS/532-r267-4-packet/scratch/tree/scripts/act_slot_proof.sh sha256 939c76db3365fe6a6ef3b6fe08c7a219934bb8f0bf19842d3b3aaa26b09ba1bd mode root
rep1	Q00	SURVIVED	rc=0	control: a comment line only	failed-cases=-	act_slot_proof selftest: PASS (44 cases)
rep1	Q23	KILLED	rc=1	await_holder accepts the generic running marker for a slot	failed-cases=neither run reports its own slot daemon	act_slot_proof selftest: 1 FAILURE(S)
rep1	Q25	KILLED	rc=1	overlap: run A may have ended	failed-cases=run A is refused after taking slot A, before run B takes slot B	act_slot_proof selftest: 1 FAILURE(S)
rep1	Q26	KILLED	rc=1	overlap: run B may have ended	failed-cases=the parallel runs never overlap; run B is refused after taking slot B, before run A takes slot A	act_slot_proof selftest: 2 FAILURE(S)
rep1	Q27	KILLED	rc=1	overlap: run B need not hold its slot	failed-cases=run B dies before taking slot B while run A holds slot A	act_slot_proof selftest: 1 FAILURE(S)
rep1	Q28	KILLED	rc=1	overlap: run A need not hold its slot	failed-cases=the parallel runs never overlap; run A dies before taking slot A while run B holds slot B	act_slot_proof selftest: 2 FAILURE(S)
rep1	Q32	KILLED	rc=1	collision: rival started without waiting for the holder (sequencing only)	failed-cases=honest, where PR B fails its second workflow	act_slot_proof selftest: 1 FAILURE(S)
rep1	Q52	KILLED	rc=1	a failed container query reads as absent	failed-cases=the isolation container cannot be queried after removal	act_slot_proof selftest: 1 FAILURE(S)
rep1	Q53	KILLED	rc=1	a failed network query reads as absent	failed-cases=the isolation network cannot be queried after removal	act_slot_proof selftest: 1 FAILURE(S)
rep1	Q61	KILLED	rc=1	slot B's parallel verdict not compared with its serial reference	failed-cases=slot B changes a verdict	act_slot_proof selftest: 1 FAILURE(S)
rep1	Q62	KILLED	rc=1	slot B's isolation view not checked	failed-cases=only slot B reaches the default daemon's container	act_slot_proof selftest: 1 FAILURE(S)
rep2	# source $REVIEWS/532-r267-4-packet/scratch/tree/scripts/act_slot_proof.sh sha256 939c76db3365fe6a6ef3b6fe08c7a219934bb8f0bf19842d3b3aaa26b09ba1bd mode root
rep2	Q00	SURVIVED	rc=0	control: a comment line only	failed-cases=-	act_slot_proof selftest: PASS (44 cases)
rep2	Q23	KILLED	rc=1	await_holder accepts the generic running marker for a slot	failed-cases=neither run reports its own slot daemon	act_slot_proof selftest: 1 FAILURE(S)
rep2	Q25	KILLED	rc=1	overlap: run A may have ended	failed-cases=run A is refused after taking slot A, before run B takes slot B	act_slot_proof selftest: 1 FAILURE(S)
rep2	Q26	KILLED	rc=1	overlap: run B may have ended	failed-cases=the parallel runs never overlap; run B is refused after taking slot B, before run A takes slot A	act_slot_proof selftest: 2 FAILURE(S)
rep2	Q27	KILLED	rc=1	overlap: run B need not hold its slot	failed-cases=the parallel runs never overlap; run B dies before taking slot B while run A holds slot A	act_slot_proof selftest: 2 FAILURE(S)
rep2	Q28	KILLED	rc=1	overlap: run A need not hold its slot	failed-cases=the parallel runs never overlap; run A dies before taking slot A while run B holds slot B	act_slot_proof selftest: 2 FAILURE(S)
rep2	Q32	KILLED	rc=1	collision: rival started without waiting for the holder (sequencing only)	failed-cases=honest, where PR B fails its second workflow	act_slot_proof selftest: 1 FAILURE(S)
rep2	Q52	KILLED	rc=1	a failed container query reads as absent	failed-cases=the isolation container cannot be queried after removal	act_slot_proof selftest: 1 FAILURE(S)
rep2	Q53	KILLED	rc=1	a failed network query reads as absent	failed-cases=the isolation network cannot be queried after removal	act_slot_proof selftest: 1 FAILURE(S)
rep2	Q61	KILLED	rc=1	slot B's parallel verdict not compared with its serial reference	failed-cases=slot B changes a verdict	act_slot_proof selftest: 1 FAILURE(S)
rep2	Q62	KILLED	rc=1	slot B's isolation view not checked	failed-cases=only slot B reaches the default daemon's container	act_slot_proof selftest: 1 FAILURE(S)
rep3	# source $REVIEWS/532-r267-4-packet/scratch/tree/scripts/act_slot_proof.sh sha256 939c76db3365fe6a6ef3b6fe08c7a219934bb8f0bf19842d3b3aaa26b09ba1bd mode root
rep3	Q00	SURVIVED	rc=0	control: a comment line only	failed-cases=-	act_slot_proof selftest: PASS (44 cases)
rep3	Q23	KILLED	rc=1	await_holder accepts the generic running marker for a slot	failed-cases=neither run reports its own slot daemon	act_slot_proof selftest: 1 FAILURE(S)
rep3	Q25	KILLED	rc=1	overlap: run A may have ended	failed-cases=run A is refused after taking slot A, before run B takes slot B	act_slot_proof selftest: 1 FAILURE(S)
rep3	Q26	KILLED	rc=1	overlap: run B may have ended	failed-cases=run B is refused after taking slot B, before run A takes slot A	act_slot_proof selftest: 1 FAILURE(S)
rep3	Q27	KILLED	rc=1	overlap: run B need not hold its slot	failed-cases=the parallel runs never overlap; run B dies before taking slot B while run A holds slot A	act_slot_proof selftest: 2 FAILURE(S)
rep3	Q28	KILLED	rc=1	overlap: run A need not hold its slot	failed-cases=run A dies before taking slot A while run B holds slot B	act_slot_proof selftest: 1 FAILURE(S)
rep3	Q32	KILLED	rc=1	collision: rival started without waiting for the holder (sequencing only)	failed-cases=honest, where PR B fails its second workflow	act_slot_proof selftest: 1 FAILURE(S)
rep3	Q52	KILLED	rc=1	a failed container query reads as absent	failed-cases=the isolation container cannot be queried after removal	act_slot_proof selftest: 1 FAILURE(S)
rep3	Q53	KILLED	rc=1	a failed network query reads as absent	failed-cases=the isolation network cannot be queried after removal	act_slot_proof selftest: 1 FAILURE(S)
rep3	Q61	KILLED	rc=1	slot B's parallel verdict not compared with its serial reference	failed-cases=slot B changes a verdict	act_slot_proof selftest: 1 FAILURE(S)
rep3	Q62	KILLED	rc=1	slot B's isolation view not checked	failed-cases=only slot B reaches the default daemon's container	act_slot_proof selftest: 1 FAILURE(S)
rep4	# source $REVIEWS/532-r267-4-packet/scratch/tree/scripts/act_slot_proof.sh sha256 939c76db3365fe6a6ef3b6fe08c7a219934bb8f0bf19842d3b3aaa26b09ba1bd mode root
rep4	Q00	SURVIVED	rc=0	control: a comment line only	failed-cases=-	act_slot_proof selftest: PASS (44 cases)
rep4	Q23	KILLED	rc=1	await_holder accepts the generic running marker for a slot	failed-cases=neither run reports its own slot daemon	act_slot_proof selftest: 1 FAILURE(S)
rep4	Q25	KILLED	rc=1	overlap: run A may have ended	failed-cases=the parallel runs never overlap; run A is refused after taking slot A, before run B takes slot B	act_slot_proof selftest: 2 FAILURE(S)
rep4	Q26	KILLED	rc=1	overlap: run B may have ended	failed-cases=run B is refused after taking slot B, before run A takes slot A	act_slot_proof selftest: 1 FAILURE(S)
rep4	Q27	KILLED	rc=1	overlap: run B need not hold its slot	failed-cases=the parallel runs never overlap; run B dies before taking slot B while run A holds slot A	act_slot_proof selftest: 2 FAILURE(S)
