# head act_ci.py sha256 f27af88bc8849d24609f6d9a8dfac71b1d12180d56ef1dda3ffaa6a4d4bff005 mode user mutants 57
# range 48:57
A213 F6 ancestors not inspected	KILLED	rc=1	FAIL acquiring a slot whose root has a user-owned parent refuses before the lock or any host command
A213 F6 ancestor owner unchecked	KILLED	rc=1	FAIL acquiring a slot whose root has a user-owned parent refuses before the lock or any host command
A213 F4 slot memory cap never checked	KILLED	rc=1	FAIL teardown stops the daemon, uplink and slice, reverts the cap, deletes the table and namespace, proves each gone, then unlocks
A213 F4 cap exhaustion ignored	KILLED	rc=1	FAIL a slot with a cap that ran out twice is refused naming its cap, not reported as a verdict, and the whole slot is still torn down and unlocked
A213 F4 missing oom count read as zero	KILLED	rc=1	FAIL a slot with events without an oom count is refused naming its cap, not reported as a verdict, and the whole slot is still torn down and unlocked
A213 F4 hierarchical events read (container limits counted)	KILLED	rc=1	FAIL acquisition locks the slot, proves it clean, then creates the namespace, memory cap, uplink, firewall and daemon in that order and verifies the daemon
A220 missing max count read as zero	KILLED	rc=1	FAIL a slot with events without a max count is refused naming its cap, not reported as a verdict, and the whole slot is still torn down and unlocked
A220 cap hits reported from the oom count	KILLED	rc=1	FAIL a slot whose cap caused no OOM passes, printing its peak and how often the cap was hit, and reads only the slice's own events, never those of a container's limit below it
A220 a slice sitting at its cap without an OOM is refused too	KILLED	rc=1	FAIL a FAILED run whose slice sat at its cap without an OOM keeps its FAILED, since only an OOM is refused, and reports the peak at the cap and how often it was hit
# head act_ci.py after run sha256 f27af88bc8849d24609f6d9a8dfac71b1d12180d56ef1dda3ffaa6a4d4bff005 EXACT
