# checker sha256 800cb5598e4a3a2a9378032db9bbad206fbb2501e930890b46bf2f8d2820c0ce
0	PASS	0	full-ci-gate	2	identity	0	ci_events: OK (1589 contract item(s) across 4 workflow files and docs/testing/CI_WORKFLOWS.md)
1	PASS	1	full-ci-gate	2	swallow-line-1	1	.github/workflows/rtl.yml: job `full-ci-gate` step 2 (`Print the event and pin the one SHA this run validates`) script is not the canonical form: line 1 must be 'set -euo pipefail' (found 'set 
2	PASS	1	full-ci-gate	2	delete-line-1	1	.github/workflows/rtl.yml: job `full-ci-gate` step 2 (`Print the event and pin the one SHA this run validates`) script is not the canonical form: line 1 must be 'set -euo pipefail' (found 'echo
3	PASS	1	full-ci-gate	2	replace-line-1-by-true	1	.github/workflows/rtl.yml: job `full-ci-gate` step 2 (`Print the event and pin the one SHA this run validates`) script is not the canonical form: line 1 must be 'set -euo pipefail' (found 'true
4	PASS	1	full-ci-gate	2	swallow-line-2	1	.github/workflows/rtl.yml: job `full-ci-gate` step 2 (`Print the event and pin the one SHA this run validates`) script is not the canonical form: line 2 must be 'echo "event=$GITHUB_EVENT_NAME 
5	PASS	1	full-ci-gate	2	delete-line-2	2	.github/workflows/rtl.yml: job `full-ci-gate` must print the event name and GITHUB_SHA in one step
6	PASS	1	full-ci-gate	2	replace-line-2-by-true	2	.github/workflows/rtl.yml: job `full-ci-gate` must print the event name and GITHUB_SHA in one step
7	PASS	1	full-ci-gate	2	swallow-line-3	1	.github/workflows/rtl.yml: job `full-ci-gate` step 2 (`Print the event and pin the one SHA this run validates`) script is not the canonical form: line 3 must be 'head="$(git rev-parse HEAD)"' (
8	PASS	1	full-ci-gate	2	delete-line-3	1	.github/workflows/rtl.yml: job `full-ci-gate` step 2 (`Print the event and pin the one SHA this run validates`) script is not the canonical form: line 3 must be 'head="$(git rev-parse HEAD)"' (
9	PASS	1	full-ci-gate	2	replace-line-3-by-true	1	.github/workflows/rtl.yml: job `full-ci-gate` step 2 (`Print the event and pin the one SHA this run validates`) script is not the canonical form: line 3 must be 'head="$(git rev-parse HEAD)"' (
10	PASS	1	full-ci-gate	2	swallow-line-4	1	.github/workflows/rtl.yml: job `full-ci-gate` step 2 (`Print the event and pin the one SHA this run validates`) script is not the canonical form: line 4 must be 'if [ "$head" != "$GITHUB_SHA" ]
